rid,org_id,sex,age,tenure_yr,career_yr,rank,SC_TOT,PC_TOT,WE_TOT,LS_TOT,TI_TOT,JP_TOT,org_size,org_industry,org_n,LS_org_mean,LS_org_sd
R0185,ORG18,2,37,2.6,4.0,1,3.0,3.8947368421052633,4.0,4.0,4.0,4.0,425,5,11,3.3636363636363638,0.5783990443849771
R0186,ORG18,2,31,3.5,5.9,2,3.217391304347826,3.3,3.9166666666666665,3.6,3.3333333333333335,3.25,425,5,11,3.3636363636363638,0.5783990443849771
R0187,ORG18,2,27,0.1,6.1,1,2.5,2.8,2.9166666666666665,3.8000000000000003,5.0,2.25,425,5,11,3.3636363636363638,0.5783990443849771
R0188,ORG18,2,28,2.7,4.9,1,2.9583333333333335,3.05,4.083333333333333,3.1999999999999997,3.0,3.5,425,5,11,3.3636363636363638,0.5783990443849771
R0189,ORG18,1,27,0.5,1.9,1,3.4583333333333335,3.1,3.0833333333333335,3.1999999999999997,3.6666666666666665,2.5,425,5,11,3.3636363636363638,0.5783990443849771
R0190,ORG18,1,31,8.4,9.7,1,2.9166666666666665,3.85,3.1666666666666665,3.1999999999999997,4.333333333333333,2.5,425,5,11,3.3636363636363638,0.5783990443849771
R0191,ORG18,1,30,0.2,2.7,1,2.5,2.3,3.8333333333333335,2.8000000000000003,3.3333333333333335,4.25,425,5,11,3.3636363636363638,0.5783990443849771
R0192,ORG19,1,35,3.2,3.2,1,2.2916666666666665,2.6315789473684212,2.1666666666666665,2.6,3.0,3.5,2362,5,6,2.4499999999999997,0.46368092477478534
R0193,ORG19,2,28,2.2,3.2,1,3.1666666666666665,2.8,3.6666666666666665,2.5,2.3333333333333335,3.5,2362,5,6,2.4499999999999997,0.46368092477478534
R0194,ORG19,1,29,4.1,7.0,1,2.75,3.25,3.5833333333333335,2.4,2.3333333333333335,3.75,2362,5,6,2.4499999999999997,0.46368092477478534
R0195,ORG19,2,26,5.2,7.1,1,3.1666666666666665,3.3157894736842106,3.75,1.5999999999999999,4.0,4.5,2362,5,6,2.4499999999999997,0.46368092477478534
R0196,ORG19,2,32,5.4,5.8,3,2.4166666666666665,2.15,3.4166666666666665,2.6,2.3333333333333335,2.75,2362,5,6,2.4499999999999997,0.46368092477478534
R0197,ORG19,1,31,3.1,3.9,2,3.4583333333333335,3.85,3.5,3.0,3.6666666666666665,4.0,2362,5,6,2.4499999999999997,0.46368092477478534
R0198,ORG20,1,38,10.7,12.4,3,2.9565217391304346,2.75,3.3333333333333335,2.4,3.0,4.0,1711,1,9,2.888888888888889,0.7423685817106696
R0199,ORG20,1,29,1.0,1.1,1,3.0,3.0,3.0,3.0,3.0,3.0,1711,1,9,2.888888888888889,0.7423685817106696
R0201,ORG20,1,33,5.8,8.1,1,3.0416666666666665,3.75,3.9166666666666665,3.1999999999999997,3.3333333333333335,4.25,1711,1,9,2.888888888888889,0.7423685817106696
R0202,ORG20,1,26,0.5,2.7,1,3.1666666666666665,2.6,2.3333333333333335,1.4000000000000001,3.3333333333333335,3.25,1711,1,9,2.888888888888889,0.7423685817106696
R0203,ORG20,2,27,0.4,4.1,1,2.25,2.25,2.5,2.4,4.666666666666667,2.75,1711,1,9,2.888888888888889,0.7423685817106696
R0204,ORG20,2,26,7.4,8.2,1,2.0416666666666665,2.1,2.6666666666666665,3.0,4.0,3.0,1711,1,9,2.888888888888889,0.7423685817106696
R0205,ORG20,2,28,1.6,6.0,1,3.5416666666666665,3.526315789473684,3.5454545454545454,3.4,3.6666666666666665,3.75,1711,1,9,2.888888888888889,0.7423685817106696
R0206,ORG20,2,29,1.0,7.5,2,3.9583333333333335,3.7,3.5833333333333335,3.1999999999999997,2.0,3.25,1711,1,9,2.888888888888889,0.7423685817106696
R0207,ORG20,1,31,4.2,6.6,1,3.0,3.95,4.0,4.0,3.6666666666666665,4.0,1711,1,9,2.888888888888889,0.7423685817106696
R0208,ORG21,2,32,13.0,16.7,1,3.5416666666666665,3.3,3.1818181818181817,3.4,1.6666666666666667,4.0,2360,3,9,3.488888888888889,0.7078920193865101
R0210,ORG21,1,32,4.0,6.3,2,2.6666666666666665,2.8,2.8333333333333335,2.6,4.0,4.0,2360,3,9,3.488888888888889,0.7078920193865101
R0211,ORG21,2,20,2.4,5.4,1,2.75,3.3,3.4166666666666665,4.2,1.6666666666666667,3.25,2360,3,9,3.488888888888889,0.7078920193865101
R0212,ORG21,1,24,2.0,3.8,1,3.0,4.6,3.1666666666666665,4.0,2.0,2.5,2360,3,9,3.488888888888889,0.7078920193865101
R0213,ORG21,1,30,1.2,3.6,1,3.625,4.25,3.5,4.2,1.3333333333333333,2.5,2360,3,9,3.488888888888889,0.7078920193865101
R0214,ORG21,1,26,4.9,5.5,1,3.0833333333333335,4.157894736842105,4.333333333333333,4.2,1.3333333333333333,4.0,2360,3,9,3.488888888888889,0.7078920193865101
R0215,ORG21,2,37,6.2,7.5,2,2.125,2.75,2.8333333333333335,3.4,2.0,5.0,2360,3,9,3.488888888888889,0.7078920193865101
R0216,ORG21,1,30,0.3,3.4,2,3.0,3.0,3.0,3.0,3.0,3.0,2360,3,9,3.488888888888889,0.7078920193865101
R0217,ORG21,2,31,3.7,5.8,1,2.217391304347826,2.95,2.5,2.4,4.666666666666667,3.0,2360,3,9,3.488888888888889,0.7078920193865101
R0218,ORG22,2,42,2.4,5.7,2,3.375,3.6,3.5,3.4,1.6666666666666667,4.25,2768,5,18,3.644444444444444,0.6232950601650424
R0219,ORG22,1,30,5.5,6.7,3,3.25,3.4,3.4166666666666665,4.0,3.3333333333333335,3.25,2768,5,18,3.644444444444444,0.6232950601650424
R0220,ORG22,2,27,1.0,5.2,1,3.0,3.0,3.0,3.0,3.0,3.0,2768,5,18,3.644444444444444,0.6232950601650424
R0221,ORG22,1,31,5.3,8.3,2,3.2083333333333335,2.9,3.4166666666666665,4.3999999999999995,4.0,3.0,2768,5,18,3.644444444444444,0.6232950601650424
R0222,ORG22,2,35,1.9,11.0,2,3.2083333333333335,3.95,3.75,3.8000000000000003,2.3333333333333335,2.75,2768,5,18,3.644444444444444,0.6232950601650424
R0224,ORG22,1,33,3.6,6.4,1,3.5416666666666665,3.15,2.25,3.4,4.0,2.5,2768,5,18,3.644444444444444,0.6232950601650424
R0225,ORG22,2,32,6.1,10.1,1,2.5416666666666665,2.95,3.0833333333333335,2.4,3.6666666666666665,3.25,2768,5,18,3.644444444444444,0.6232950601650424
R0226,ORG22,2,24,4.1,6.0,2,3.2083333333333335,3.7,3.5833333333333335,4.2,3.0,4.5,2768,5,18,3.644444444444444,0.6232950601650424
R0227,ORG22,1,31,3.5,6.2,1,2.9166666666666665,2.6315789473684212,3.5833333333333335,3.4,3.0,2.25,2768,5,18,3.644444444444444,0.6232950601650424
R0228,ORG22,1,33,5.2,6.9,2,2.5217391304347827,3.3,3.25,3.6,3.6666666666666665,4.25,2768,5,18,3.644444444444444,0.6232950601650424
R0229,ORG22,1,37,0.4,1.6,1,3.7916666666666665,4.1,4.416666666666667,4.8,2.0,4.0,2768,5,18,3.644444444444444,0.6232950601650424
R0230,ORG22,1,29,1.0,4.4,2,3.9583333333333335,3.8421052631578947,1.8333333333333333,3.1999999999999997,3.6666666666666665,2.0,2768,5,18,3.644444444444444,0.6232950601650424
R0231,ORG22,2,32,3.5,5.3,1,3.0833333333333335,2.85,3.5833333333333335,3.1999999999999997,3.3333333333333335,3.5,2768,5,18,3.644444444444444,0.6232950601650424
R0232,ORG22,2,30,2.7,4.5,3,3.0,3.0,3.0,3.0,3.0,3.0,2768,5,18,3.644444444444444,0.6232950601650424
R0233,ORG22,2,32,0.4,2.2,2,2.4166666666666665,3.3,4.166666666666667,3.4,3.6666666666666665,3.25,2768,5,18,3.644444444444444,0.6232950601650424
R0234,ORG22,1,29,4.0,4.3,1,1.8333333333333333,2.35,3.0833333333333335,3.6,3.3333333333333335,2.75,2768,5,18,3.644444444444444,0.6232950601650424
R0236,ORG22,1,28,0.2,1.8,3,2.6666666666666665,2.85,2.3333333333333335,4.6000000000000005,4.666666666666667,3.25,2768,5,18,3.644444444444444,0.6232950601650424
R0237,ORG22,1,28,1.7,6.5,1,3.25,4.1,4.75,4.2,3.3333333333333335,4.75,2768,5,18,3.644444444444444,0.6232950601650424
R0238,ORG23,2,20,4.0,6.0,1,2.9166666666666665,3.15,2.6666666666666665,2.1999999999999997,3.0,3.75,1365,3,8,3.225,0.6798108980759704
R0239,ORG23,1,26,0.5,4.4,3,3.375,3.05,3.1666666666666665,3.1999999999999997,4.333333333333333,2.0,1365,3,8,3.225,0.6798108980759704
R0240,ORG23,2,38,0.5,1.8,1,3.0,3.0,3.0,3.0,3.0,3.0,1365,3,8,3.225,0.6798108980759704
R0241,ORG23,2,35,6.0,6.3,1,3.5833333333333335,3.05,3.3333333333333335,3.4,3.6666666666666665,3.5,1365,3,8,3.225,0.6798108980759704
R0242,ORG23,2,25,2.0,9.0,3,3.0833333333333335,3.4,2.5,4.2,4.333333333333333,2.5,1365,3,8,3.225,0.6798108980759704
R0243,ORG23,1,21,8.6,8.7,3,3.125,3.05,2.6666666666666665,2.4,3.0,2.5,1365,3,8,3.225,0.6798108980759704
R0244,ORG23,2,35,0.6,1.8,3,3.5,3.9,4.25,3.6,2.0,3.5,1365,3,8,3.225,0.6798108980759704
R0245,ORG23,1,34,5.6,8.9,2,2.625,3.95,4.75,3.8000000000000003,3.0,3.75,1365,3,8,3.225,0.6798108980759704
R0246,ORG24,1,31,1.6,2.9,1,3.4583333333333335,3.15,2.75,2.6,3.6666666666666665,3.5,2040,4,8,3.325,0.9558093055476226
R0247,ORG24,2,28,0.9,2.6,3,3.0,3.0,3.0,3.0,3.0,3.0,2040,4,8,3.325,0.9558093055476226
R0248,ORG24,1,22,6.2,12.9,2,2.4782608695652173,3.55,3.9166666666666665,3.8000000000000003,2.6666666666666665,4.25,2040,4,8,3.325,0.9558093055476226
R0249,ORG24,1,34,1.8,2.7,2,2.4583333333333335,3.3,3.727272727272727,4.2,2.3333333333333335,2.25,2040,4,8,3.325,0.9558093055476226
R0250,ORG24,1,33,1.9,9.2,1,2.125,2.85,3.25,4.3999999999999995,3.6666666666666665,2.25,2040,4,8,3.325,0.9558093055476226
R0251,ORG24,2,36,1.8,4.4,2,3.6666666666666665,4.2,4.5,2.6,4.0,2.75,2040,4,8,3.325,0.9558093055476226
R0252,ORG24,1,28,2.9,5.4,2,2.875,2.35,3.6666666666666665,1.8,2.3333333333333335,4.0,2040,4,8,3.325,0.9558093055476226
R0253,ORG24,2,34,0.6,2.1,1,3.375,3.3,3.6666666666666665,4.2,1.6666666666666667,4.0,2040,4,8,3.325,0.9558093055476226
R0254,ORG25,1,37,10.5,11.8,3,3.4166666666666665,3.75,3.3333333333333335,3.4,3.0,3.0,2976,4,9,2.5777777777777775,0.8569973421454962
R0255,ORG25,1,33,2.0,4.6,4,2.6666666666666665,3.0526315789473686,3.8333333333333335,1.5999999999999999,3.3333333333333335,3.0,2976,4,9,2.5777777777777775,0.8569973421454962
R0256,ORG25,1,31,2.1,3.0,2,2.3333333333333335,3.5,3.3333333333333335,2.8000000000000003,3.0,3.5,2976,4,9,2.5777777777777775,0.8569973421454962
R0257,ORG25,2,23,4.9,9.4,3,2.8333333333333335,2.5,3.4166666666666665,3.1999999999999997,2.6666666666666665,3.0,2976,4,9,2.5777777777777775,0.8569973421454962
R0258,ORG25,1,31,4.1,10.4,2,2.5,3.35,4.166666666666667,3.6,4.666666666666667,4.75,2976,4,9,2.5777777777777775,0.8569973421454962
R0259,ORG25,1,22,6.1,8.3,3,2.739130434782609,3.25,3.6666666666666665,3.1999999999999997,3.0,4.75,2976,4,9,2.5777777777777775,0.8569973421454962
R0260,ORG25,1,39,1.7,2.4,1,2.7916666666666665,2.2,3.1666666666666665,2.1999999999999997,3.3333333333333335,2.3333333333333335,2976,4,9,2.5777777777777775,0.8569973421454962
R0261,ORG25,1,35,2.4,4.4,1,2.5,2.55,3.0833333333333335,2.0,3.0,3.5,2976,4,9,2.5777777777777775,0.8569973421454962
R0262,ORG25,1,31,9.5,9.5,4,3.0833333333333335,1.55,1.8333333333333333,1.2,3.3333333333333335,1.5,2976,4,9,2.5777777777777775,0.8569973421454962
R0263,ORG26,2,30,8.5,12.7,3,2.9166666666666665,3.7,3.6666666666666665,3.8000000000000003,3.3333333333333335,2.5,2867,1,8,3.45,0.7615773105863908
R0264,ORG26,2,29,2.5,3.8,3,2.8333333333333335,3.25,4.583333333333333,3.4,3.0,3.0,2867,1,8,3.45,0.7615773105863908
R0265,ORG26,1,30,0.4,5.3,2,2.75,2.35,2.6666666666666665,2.6,3.6666666666666665,4.0,2867,1,8,3.45,0.7615773105863908
R0266,ORG26,2,31,0.1,4.0,1,3.125,3.9,3.9166666666666665,3.1999999999999997,2.0,3.5,2867,1,8,3.45,0.7615773105863908
R0267,ORG26,1,27,0.5,1.8,1,3.0,3.4,2.25,2.6,3.0,3.75,2867,1,8,3.45,0.7615773105863908
R0268,ORG26,2,30,1.8,3.1,2,2.9166666666666665,3.6,3.25,4.3999999999999995,3.0,2.0,2867,1,8,3.45,0.7615773105863908
R0269,ORG26,1,30,3.9,6.0,2,3.0833333333333335,3.0,2.4545454545454546,3.0,3.3333333333333335,1.5,2867,1,8,3.45,0.7615773105863908
R0270,ORG26,1,29,6.8,9.2,1,3.0416666666666665,3.45,4.416666666666667,4.6000000000000005,1.6666666666666667,5.0,2867,1,8,3.45,0.7615773105863908
R0272,ORG27,1,34,1.7,3.4,3,3.4166666666666665,4.5,3.0,2.5,4.0,3.25,2307,4,11,2.809090909090909,0.8055489376252014
R0273,ORG27,1,36,5.0,5.6,1,3.1666666666666665,3.4,3.25,2.4,3.0,2.0,2307,4,11,2.809090909090909,0.8055489376252014
R0274,ORG27,2,28,10.5,13.1,1,2.8260869565217392,3.05,3.0833333333333335,1.5999999999999999,2.6666666666666665,3.75,2307,4,11,2.809090909090909,0.8055489376252014
R0275,ORG27,2,38,1.6,6.6,1,3.5,3.8,3.5833333333333335,2.6,3.3333333333333335,4.0,2307,4,11,2.809090909090909,0.8055489376252014
R0276,ORG27,1,24,4.3,8.4,1,3.5416666666666665,3.5,2.6666666666666665,3.1999999999999997,3.6666666666666665,3.0,2307,4,11,2.809090909090909,0.8055489376252014
R0277,ORG27,2,28,3.3,5.5,1,2.9583333333333335,2.25,3.5833333333333335,1.8,3.3333333333333335,3.25,2307,4,11,2.809090909090909,0.8055489376252014
R0278,ORG27,1,39,3.4,5.3,1,1.9583333333333333,2.4,3.6666666666666665,2.6,3.0,3.0,2307,4,11,2.809090909090909,0.8055489376252014
R0279,ORG27,1,31,11.1,15.8,1,2.4166666666666665,2.4,2.4166666666666665,3.4,4.666666666666667,3.25,2307,4,11,2.809090909090909,0.8055489376252014
R0280,ORG27,2,30,1.9,3.3,1,2.375,2.5,3.0833333333333335,3.6,3.3333333333333335,2.5,2307,4,11,2.809090909090909,0.8055489376252014
R0281,ORG27,2,32,5.6,12.0,1,3.0434782608695654,2.45,2.8333333333333335,2.8000000000000003,4.333333333333333,2.25,2307,4,11,2.809090909090909,0.8055489376252014
R0282,ORG27,2,29,4.4,6.4,3,3.2916666666666665,2.85,3.9166666666666665,4.3999999999999995,2.6666666666666665,4.5,2307,4,11,2.809090909090909,0.8055489376252014
R0283,ORG28,1,32,4.8,6.7,2,3.2916666666666665,3.9,4.25,3.8000000000000003,3.0,3.5,2691,1,5,3.8400000000000007,0.49799598391954936
R0284,ORG28,2,32,0.9,3.4,1,3.3333333333333335,3.7,3.1666666666666665,4.2,2.0,4.25,2691,1,5,3.8400000000000007,0.49799598391954936
R0285,ORG28,1,31,3.3,7.1,1,2.8333333333333335,3.3,3.0833333333333335,4.0,2.3333333333333335,3.25,2691,1,5,3.8400000000000007,0.49799598391954936
R0286,ORG28,1,24,1.8,10.1,3,2.7083333333333335,2.3,1.9166666666666667,3.0,4.666666666666667,2.75,2691,1,5,3.8400000000000007,0.49799598391954936
R0287,ORG28,1,28,2.8,3.6,1,3.0833333333333335,2.2,2.1666666666666665,4.2,4.0,2.5,2691,1,5,3.8400000000000007,0.49799598391954936
R0288,ORG29,2,32,2.4,3.3,1,2.8333333333333335,3.25,2.4166666666666665,3.6,2.3333333333333335,2.75,2640,3,12,2.4916666666666667,0.6841827684223424
R0289,ORG29,2,26,5.8,5.9,1,3.5416666666666665,3.65,3.1666666666666665,2.5,4.333333333333333,4.5,2640,3,12,2.4916666666666667,0.6841827684223424
R0290,ORG29,1,26,0.5,5.6,3,2.7083333333333335,2.75,3.1666666666666665,2.8000000000000003,2.0,4.25,2640,3,12,2.4916666666666667,0.6841827684223424
R0291,ORG29,1,27,0.4,1.9,2,3.0,3.0,3.0,3.0,3.0,3.0,2640,3,12,2.4916666666666667,0.6841827684223424
R0292,ORG29,1,30,1.2,3.4,1,3.25,2.6842105263157894,3.0,2.0,4.0,3.5,2640,3,12,2.4916666666666667,0.6841827684223424
R0293,ORG29,2,33,1.3,2.2,2,2.4583333333333335,3.0,2.5,3.1999999999999997,1.3333333333333333,2.75,2640,3,12,2.4916666666666667,0.6841827684223424
R0294,ORG29,1,32,2.0,8.4,5,2.7916666666666665,3.05,2.9166666666666665,2.0,3.3333333333333335,2.75,2640,3,12,2.4916666666666667,0.6841827684223424
R0295,ORG29,1,35,5.6,10.1,1,3.25,2.45,2.8333333333333335,2.0,3.6666666666666665,3.3333333333333335,2640,3,12,2.4916666666666667,0.6841827684223424
R0296,ORG29,2,32,5.5,6.8,1,2.625,2.2,2.5,1.0,2.0,3.0,2640,3,12,2.4916666666666667,0.6841827684223424
R0297,ORG29,2,27,6.3,11.5,1,3.3333333333333335,3.65,3.4166666666666665,2.8000000000000003,3.0,4.75,2640,3,12,2.4916666666666667,0.6841827684223424
R0298,ORG29,2,34,7.3,9.5,1,2.75,3.05,2.8333333333333335,2.6,4.333333333333333,2.5,2640,3,12,2.4916666666666667,0.6841827684223424
R0299,ORG29,2,36,2.1,2.6,2,2.7916666666666665,2.0526315789473686,2.3333333333333335,2.4,3.3333333333333335,2.5,2640,3,12,2.4916666666666667,0.6841827684223424
R0300,ORG30,1,29,1.7,3.7,1,3.2083333333333335,3.0,3.4166666666666665,2.1999999999999997,4.666666666666667,2.5,499,4,9,2.488888888888889,0.5925462944877058
R0301,ORG30,2,39,2.5,5.3,3,2.5,3.45,3.1818181818181817,2.4,3.3333333333333335,3.75,499,4,9,2.488888888888889,0.5925462944877058
R0302,ORG30,1,36,3.7,7.6,1,2.0833333333333335,2.55,1.6666666666666667,2.8000000000000003,5.0,2.75,499,4,9,2.488888888888889,0.5925462944877058
R0303,ORG30,1,33,2.3,2.5,3,2.8333333333333335,2.2,3.4166666666666665,1.8,3.3333333333333335,3.25,499,4,9,2.488888888888889,0.5925462944877058
R0304,ORG30,2,31,4.7,6.6,2,2.8333333333333335,3.75,3.5,3.1999999999999997,4.0,3.3333333333333335,499,4,9,2.488888888888889,0.5925462944877058
R0305,ORG30,2,32,1.5,3.5,3,2.125,2.6,2.0833333333333335,1.5999999999999999,4.0,1.0,499,4,9,2.488888888888889,0.5925462944877058
R0306,ORG30,2,33,4.9,8.7,1,2.0434782608695654,1.9,2.3333333333333335,2.1999999999999997,4.0,3.5,499,4,9,2.488888888888889,0.5925462944877058
R0307,ORG30,2,35,5.9,13.5,3,3.125,3.25,3.25,3.0,3.6666666666666665,4.5,499,4,9,2.488888888888889,0.5925462944877058
R0308,ORG30,2,32,8.7,9.7,1,3.4583333333333335,2.65,3.4166666666666665,3.1999999999999997,4.5,3.25,499,4,9,2.488888888888889,0.5925462944877058
R0309,ORG31,2,27,1.0,5.1,1,2.6666666666666665,3.45,3.0,2.75,2.6666666666666665,2.75,1518,1,10,3.575,0.5996526772502007
R0310,ORG31,1,30,9.5,12.4,1,3.3333333333333335,3.05,3.6666666666666665,4.2,3.6666666666666665,3.0,1518,1,10,3.575,0.5996526772502007
R0311,ORG31,2,28,0.3,3.2,1,3.875,4.4,4.75,3.8000000000000003,1.6666666666666667,4.75,1518,1,10,3.575,0.5996526772502007
R0312,ORG31,2,20,1.4,1.8,1,3.7083333333333335,3.35,3.3333333333333335,4.0,3.0,4.75,1518,1,10,3.575,0.5996526772502007
R0313,ORG31,2,34,3.4,4.6,5,2.782608695652174,4.45,3.9166666666666665,3.0,3.3333333333333335,4.25,1518,1,10,3.575,0.5996526772502007
R0314,ORG31,1,29,1.5,1.6,1,2.0,2.05,2.1818181818181817,3.8000000000000003,4.333333333333333,3.25,1518,1,10,3.575,0.5996526772502007
R0315,ORG31,2,30,1.4,2.5,3,3.2083333333333335,3.2,3.0,4.2,2.6666666666666665,2.75,1518,1,10,3.575,0.5996526772502007
R0316,ORG31,1,30,1.5,2.3,1,3.0416666666666665,3.35,2.4166666666666665,4.0,4.0,1.25,1518,1,10,3.575,0.5996526772502007
R0317,ORG31,2,27,3.0,5.4,2,3.5,4.2,3.5,2.6,2.6666666666666665,3.75,1518,1,10,3.575,0.5996526772502007
R0318,ORG31,1,29,3.8,6.6,1,3.25,4.05,3.0,3.4,1.0,3.5,1518,1,10,3.575,0.5996526772502007
R0319,ORG32,1,37,0.4,3.2,1,2.4166666666666665,3.789473684210526,3.25,3.0,3.6666666666666665,3.25,1502,5,11,3.0681818181818183,0.8961787565192356
R0320,ORG32,2,36,9.8,11.1,1,3.0869565217391304,3.3,3.4166666666666665,3.1999999999999997,3.3333333333333335,3.5,1502,5,11,3.0681818181818183,0.8961787565192356
R0321,ORG32,2,22,1.1,4.4,1,3.2916666666666665,3.25,2.8333333333333335,1.8,3.0,2.5,1502,5,11,3.0681818181818183,0.8961787565192356
R0322,ORG32,1,34,0.6,1.7,1,3.8333333333333335,3.55,3.0,4.3999999999999995,3.6666666666666665,3.25,1502,5,11,3.0681818181818183,0.8961787565192356
R0323,ORG32,2,25,7.9,10.3,1,2.5,3.7,2.8333333333333335,3.8000000000000003,4.0,2.5,1502,5,11,3.0681818181818183,0.8961787565192356
R0324,ORG32,1,30,2.0,3.5,1,3.125,3.3,3.9166666666666665,2.0,2.6666666666666665,3.5,1502,5,11,3.0681818181818183,0.8961787565192356
R0325,ORG32,1,36,2.8,13.3,1,3.125,3.1,2.9166666666666665,3.0,3.6666666666666665,1.5,1502,5,11,3.0681818181818183,0.8961787565192356
R0326,ORG32,1,27,0.4,4.3,1,2.9583333333333335,3.9,4.0,4.0,4.0,4.0,1502,5,11,3.0681818181818183,0.8961787565192356
R0327,ORG32,2,23,0.2,1.3,1,3.3333333333333335,2.85,2.75,1.8,2.6666666666666665,2.75,1502,5,11,3.0681818181818183,0.8961787565192356
R0329,ORG32,1,22,0.5,2.4,2,2.875,3.0,3.1666666666666665,3.0,3.3333333333333335,3.0,1502,5,11,3.0681818181818183,0.8961787565192356
R0330,ORG32,1,32,3.9,6.7,1,2.6666666666666665,3.15,3.4166666666666665,3.75,4.0,4.25,1502,5,11,3.0681818181818183,0.8961787565192356
R0331,ORG33,2,38,2.3,3.5,1,3.4583333333333335,3.75,4.333333333333333,4.3999999999999995,3.3333333333333335,3.5,491,1,13,3.3115384615384613,0.8972536444975315
R0332,ORG33,1,36,5.2,8.3,1,3.0,3.0,3.0,3.0,3.0,3.0,491,1,13,3.3115384615384613,0.8972536444975315
R0333,ORG33,2,23,2.6,5.5,2,3.6666666666666665,4.2,4.0,3.0,2.6666666666666665,4.25,491,1,13,3.3115384615384613,0.8972536444975315
R0334,ORG33,2,30,2.1,2.4,1,3.125,2.9,3.5,2.6,1.3333333333333333,3.5,491,1,13,3.3115384615384613,0.8972536444975315
R0335,ORG33,2,30,8.3,13.7,3,3.0,3.0,3.0,3.0,3.0,3.0,491,1,13,3.3115384615384613,0.8972536444975315
R0336,ORG33,2,31,4.4,7.9,1,4.416666666666667,4.1,3.5,4.2,2.3333333333333335,3.5,491,1,13,3.3115384615384613,0.8972536444975315
R0337,ORG33,2,32,2.4,3.3,1,3.0,3.0,3.0,3.0,3.0,3.0,491,1,13,3.3115384615384613,0.8972536444975315
R0338,ORG33,1,34,3.3,5.2,1,2.625,2.8,3.9166666666666665,3.0,3.6666666666666665,4.25,491,1,13,3.3115384615384613,0.8972536444975315
R0339,ORG33,1,29,0.1,2.9,2,2.8333333333333335,3.65,4.416666666666667,4.25,2.6666666666666665,4.75,491,1,13,3.3115384615384613,0.8972536444975315
R0340,ORG33,2,42,5.7,11.5,1,2.6666666666666665,2.75,2.6666666666666665,3.4,4.333333333333333,2.5,491,1,13,3.3115384615384613,0.8972536444975315
R0341,ORG33,2,26,0.5,1.3,2,3.2083333333333335,3.85,3.0833333333333335,5.0,3.6666666666666665,4.0,491,1,13,3.3115384615384613,0.8972536444975315
R0342,ORG33,1,30,7.4,11.6,1,3.25,2.65,2.3333333333333335,2.1999999999999997,4.666666666666667,3.5,491,1,13,3.3115384615384613,0.8972536444975315
R0343,ORG33,2,34,9.0,9.9,2,2.0,2.7,3.0,2.0,5.0,3.0,491,1,13,3.3115384615384613,0.8972536444975315
R0344,ORG34,2,28,6.5,12.4,3,2.375,2.85,3.9166666666666665,2.6,3.6666666666666665,3.0,2780,3,5,2.8,0.4
R0345,ORG34,1,28,3.5,5.8,3,2.75,3.3,3.0,3.0,2.6666666666666665,2.25,2780,3,5,2.8,0.4
R0347,ORG34,2,25,3.1,4.7,2,2.869565217391304,2.6,3.3333333333333335,2.6,1.0,2.75,2780,3,5,2.8,0.4
R0348,ORG34,2,26,5.1,5.2,1,3.25,3.263157894736842,4.083333333333333,2.4,2.0,3.75,2780,3,5,2.8,0.4
R0349,ORG34,2,27,1.2,3.9,1,2.5416666666666665,2.15,1.9166666666666667,3.4,4.333333333333333,1.75,2780,3,5,2.8,0.4
R0350,ORG35,1,41,5.1,11.4,3,2.7083333333333335,3.8,3.8333333333333335,3.1999999999999997,2.6666666666666665,3.25,1046,4,8,3.3,0.5126959555693246
R0351,ORG35,2,32,1.9,10.6,1,3.0833333333333335,3.15,3.0,4.0,2.6666666666666665,4.0,1046,4,8,3.3,0.5126959555693246
R0352,ORG35,2,34,0.5,2.3,3,2.5833333333333335,2.05,3.25,3.4,3.6666666666666665,3.0,1046,4,8,3.3,0.5126959555693246
R0353,ORG35,2,29,0.1,5.5,2,2.0416666666666665,2.0,3.25,4.0,2.3333333333333335,3.25,1046,4,8,3.3,0.5126959555693246
R0354,ORG35,1,25,5.6,8.2,1,2.2916666666666665,2.8,3.3333333333333335,3.4,3.6666666666666665,3.5,1046,4,8,3.3,0.5126959555693246
R0356,ORG35,2,31,12.6,13.9,1,2.25,2.5,2.0833333333333335,3.0,4.0,3.5,1046,4,8,3.3,0.5126959555693246
R0357,ORG35,2,28,1.8,3.8,1,2.8333333333333335,3.3,2.25,2.6,4.0,3.75,1046,4,8,3.3,0.5126959555693246
R0358,ORG35,2,36,1.8,3.4,1,2.8333333333333335,2.65,2.8333333333333335,2.8000000000000003,1.3333333333333333,3.25,1046,4,8,3.3,0.5126959555693246
R0359,ORG36,2,28,0.6,3.9,4,3.0,3.0,3.0,3.0,3.0,3.0,1117,4,11,3.1818181818181817,0.9228414618104045
R0361,ORG36,2,32,1.4,2.5,1,3.3333333333333335,4.1,3.9166666666666665,3.0,2.6666666666666665,3.5,1117,4,11,3.1818181818181817,0.9228414618104045
R0362,ORG36,2,42,3.9,7.7,3,4.041666666666667,4.65,4.666666666666667,4.6000000000000005,2.0,4.0,1117,4,11,3.1818181818181817,0.9228414618104045
R0363,ORG36,1,34,3.1,4.7,1,3.0,3.75,3.5833333333333335,4.0,2.6666666666666665,4.5,1117,4,11,3.1818181818181817,0.9228414618104045
R0365,ORG36,1,32,5.9,7.9,1,2.9130434782608696,3.2,3.6666666666666665,2.1999999999999997,3.3333333333333335,2.5,1117,4,11,3.1818181818181817,0.9228414618104045
