rid,org_id,flag,flag_reason,resp_sec,sex,age,edu,marital,tenure_yr,career_yr,n_prev_job,n_try_move,rank,firm_size,emp_type,job_fn,wage_10k,org_size,org_industry,SC_SK_01,SC_SK_02,SC_SK_03,SC_SK_04,SC_SJ_01R,SC_SJ_02R,SC_SJ_03R,SC_SJ_04R,SC_CH_01,SC_CH_02,SC_CH_03,SC_CH_04,SC_IS_01R,SC_IS_02R,SC_IS_03R,SC_IS_04R,SC_MI_01,SC_MI_02,SC_MI_03,SC_MI_04,SC_OI_01R,SC_OI_02R,SC_OI_03R,SC_OI_04R,PC_EF_01,PC_EF_02,PC_EF_03,PC_EF_04,PC_EF_05,PC_HO_01,PC_HO_02,PC_HO_03,PC_HO_04,PC_HO_05,PC_RE_01,PC_RE_02,PC_RE_03,PC_RE_04,PC_RE_05R,PC_OP_01,PC_OP_02,PC_OP_03,PC_OP_04,PC_OP_05,CM_CE_01,CM_CE_02,CM_CE_03,CM_CE_04,CM_NW_01,CM_NW_02,CM_NW_03,CM_NW_04,CM_SP_01,CM_SP_02,CM_SP_03,CM_SP_04,CM_MB_01,CM_MB_02,CM_MB_03,CM_MB_04,WE_VI_01,WE_VI_02,WE_VI_03,WE_VI_04,WE_DE_01,WE_DE_02,WE_DE_03,WE_DE_04,WE_AB_01,WE_AB_02,WE_AB_03,WE_AB_04,PA_PA_01,PA_PA_02,PA_PA_03,PA_PA_04,PA_PA_05,PA_PA_06R,PA_PA_07,PA_PA_08,LS_LS_01,LS_LS_02,LS_LS_03,LS_LS_04,LS_LS_05,TI_TI_01,TI_TI_02,TI_TI_03,JP_JP_01,JP_JP_02,JP_JP_03,JP_JP_04,EX_EX_01,EX_EX_02,EX_EX_03,EX_EX_04,W1_SC_p1,W1_SC_p2,W1_SC_p3,W1_WE_p1,W1_WE_p2,W1_WE_p3,W1_TI_p1,W1_TI_p2,W1_TI_p3,W2_SC_p1,W2_SC_p2,W2_SC_p3,W2_WE_p1,W2_WE_p2,W2_WE_p3,W2_TI_p1,W2_TI_p2,W2_TI_p3,W3_SC_p1,W3_SC_p2,W3_SC_p3,W3_WE_p1,W3_WE_p2,W3_WE_p3,W3_TI_p1,W3_TI_p2,W3_TI_p3,left_12m,time_months,event,SK_m,SJ_m,CH_m,IS_m,MI_m,OI_m,SC_TOT,EF_m,HO_m,RE_m,OP_m,PC_TOT,CE_m,NW_m,SP_m,MB_m,CM_TOT,VI_m,DE_m,AB_m,WE_TOT,PA_m,PA_TOT,LS_m,LS_TOT,TI_m,TI_TOT,JP_m,JP_TOT,EX_m,EX_TOT
R0230,ORG22,0,,854,1,29,3,2,1.0,4.4,1,,2,1,2,6,,2768,5,4.0,5.0,5.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,,3.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,5.0,1.0,0.2,1.0,4.5,4.0,3.75,3.75,4.25,3.5,3.9583333333333335,4.0,4.8,3.5,3.0,3.8421052631578947,3.0,3.25,3.75,2.5,3.125,2.0,2.5,1.0,1.8333333333333333,2.625,2.625,3.2,3.1999999999999997,3.6666666666666665,3.6666666666666665,2.0,2.0,2.25,2.25
R0231,ORG22,0,,722,2,32,3,1,3.5,5.3,2,3.0,1,1,2,5,339.0,2768,5,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,0.0,19.3,0.0,3.5,2.75,2.75,3.5,2.75,3.25,3.0833333333333335,2.6,3.4,2.8,2.6,2.85,4.5,4.5,3.75,3.5,4.0625,4.0,4.0,2.75,3.5833333333333335,3.625,3.625,3.2,3.1999999999999997,3.3333333333333335,3.3333333333333335,3.5,3.5,3.75,3.75
R0232,ORG22,0,,860,2,30,2,1,2.7,4.5,1,3.0,3,1,1,1,351.0,2768,5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,0.0,24.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0233,ORG22,0,,475,2,32,5,1,0.4,2.2,2,2.0,2,1,1,4,243.0,2768,5,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,9.4,1.0,2.75,2.5,2.25,2.5,2.5,2.0,2.4166666666666665,3.6,4.0,2.6,3.0,3.3,4.5,3.5,3.75,4.25,4.0,3.5,4.0,5.0,4.166666666666667,2.375,2.375,3.4,3.4,3.6666666666666665,3.6666666666666665,3.25,3.25,3.75,3.75
R0234,ORG22,0,,1100,1,29,3,1,4.0,4.3,0,1.0,1,1,1,4,256.0,2768,5,2.0,3.0,2.0,2.0,5.0,5.0,5.0,4.0,1.0,2.0,1.0,3.0,3.0,4.0,5.0,5.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,3.2,1.0,2.25,1.25,1.75,1.75,1.5,2.5,1.8333333333333333,1.6,2.6,3.0,2.2,2.35,3.75,4.25,2.5,4.0,3.625,3.5,3.25,2.5,3.0833333333333335,2.625,2.625,3.6,3.6,3.3333333333333335,3.3333333333333335,2.75,2.75,3.5,3.5
R0236,ORG22,0,,832,1,28,1,1,0.2,1.8,2,1.0,3,2,1,5,,2768,5,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,12.4,1.0,2.75,2.25,2.75,3.25,3.0,2.0,2.6666666666666665,2.8,3.6,2.6,2.4,2.85,2.75,2.5,4.0,2.75,3.0,1.75,2.5,2.75,2.3333333333333335,1.875,1.875,4.6,4.6000000000000005,4.666666666666667,4.666666666666667,3.25,3.25,3.25,3.25
R0237,ORG22,0,,616,1,28,3,1,1.7,6.5,1,2.0,1,1,1,10,254.0,2768,5,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,0.8,1.0,3.0,3.5,2.75,3.0,4.25,3.0,3.25,4.6,3.6,4.0,4.2,4.1,4.75,5.0,3.75,4.5,4.5,4.5,5.0,4.75,4.75,4.875,4.875,4.2,4.2,3.3333333333333335,3.3333333333333335,4.75,4.75,3.0,3.0
R0238,ORG23,0,,488,2,20,4,1,4.0,6.0,1,2.0,1,2,1,2,263.0,1365,3,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,3.75,3.0,2.75,2.0,3.75,2.25,2.9166666666666665,2.4,3.8,3.2,3.2,3.15,2.25,3.25,3.5,1.5,2.625,2.25,3.75,2.0,2.6666666666666665,3.0,3.0,2.2,2.1999999999999997,3.0,3.0,3.75,3.75,2.5,2.5
R0239,ORG23,0,,495,1,26,3,1,0.5,4.4,1,1.0,3,1,1,7,217.0,1365,3,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,,,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0,2.0,,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.3,1.0,3.0,3.0,3.75,3.5,3.75,3.25,3.375,3.8,3.8,2.4,2.2,3.05,3.5,3.25,4.0,4.25,3.7857142857142856,3.0,3.0,3.5,3.1666666666666665,2.375,2.375,3.2,3.1999999999999997,4.333333333333333,4.333333333333333,2.0,2.0,2.75,2.75
R0240,ORG23,0,,970,2,38,1,1,0.5,1.8,0,0.0,1,1,1,7,439.0,1365,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,0.0,9.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0241,ORG23,0,,690,2,35,5,2,6.0,6.3,1,0.0,1,1,2,4,211.0,1365,3,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,0.0,1.3,1.0,3.25,3.0,4.0,4.25,3.25,3.75,3.5833333333333335,3.4,3.0,2.8,3.0,3.05,3.25,3.5,4.0,4.0,3.6666666666666665,3.75,3.0,3.25,3.3333333333333335,4.125,4.125,3.4,3.4,3.6666666666666665,3.6666666666666665,3.5,3.5,3.25,3.25
R0242,ORG23,0,,1460,2,25,2,1,2.0,9.0,1,1.0,3,1,1,9,667.0,1365,3,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,1.1,1.0,3.0,3.5,3.0,2.25,3.0,3.75,3.0833333333333335,3.2,3.8,3.8,2.8,3.4,3.25,1.5,2.75,3.25,2.6875,2.75,2.25,2.5,2.5,3.5,3.5,4.2,4.2,4.333333333333333,4.333333333333333,2.5,2.5,3.0,3.0
R0243,ORG23,0,,608,1,21,2,2,8.6,8.7,2,1.0,3,1,1,9,172.0,1365,3,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,0.0,9.9,0.0,3.5,2.75,3.0,3.75,3.25,2.5,3.125,3.6,2.4,4.0,2.2,3.05,3.0,3.25,2.5,2.5,2.8125,2.5,2.25,3.25,2.6666666666666665,3.75,3.75,2.4,2.4,3.0,3.0,2.5,2.5,3.0,3.0
R0244,ORG23,0,,774,2,35,2,2,0.6,1.8,0,1.0,3,3,1,7,365.0,1365,3,4.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,0.0,12.4,0.0,4.25,3.0,3.75,3.5,3.25,3.25,3.5,3.8,3.4,4.6,3.8,3.9,3.75,3.5,4.5,4.0,3.9375,4.5,5.0,3.25,4.25,3.0,3.0,3.6,3.6,2.0,2.0,3.5,3.5,2.75,2.75
R0245,ORG23,0,,1477,1,34,2,2,5.6,8.9,1,0.0,2,3,1,4,247.0,1365,3,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,0.0,26.3,1.0,3.25,2.75,2.5,2.0,2.5,2.75,2.625,4.0,3.6,4.4,3.8,3.95,4.0,3.75,4.75,4.75,4.3125,4.25,5.0,5.0,4.75,3.25,3.25,3.8,3.8000000000000003,3.0,3.0,3.75,3.75,4.75,4.75
R0246,ORG24,0,,879,1,31,2,1,1.6,2.9,0,2.0,1,2,1,4,164.0,2040,4,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,5.0,1.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,27.2,0.0,3.5,3.0,3.75,3.75,3.25,3.5,3.4583333333333335,3.0,2.6,4.0,3.0,3.15,4.0,5.0,3.75,3.5,4.0625,3.0,2.75,2.5,2.75,4.25,4.25,2.6,2.6,3.6666666666666665,3.6666666666666665,3.5,3.5,3.75,3.75
R0247,ORG24,0,,817,2,28,3,2,0.9,2.6,3,0.0,3,2,1,10,,2040,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,,,,,,,,,,0.0,10.8,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0248,ORG24,0,,758,1,22,3,1,6.2,12.9,2,1.0,2,1,1,4,155.0,2040,4,3.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,0.0,26.0,0.0,2.75,2.0,2.75,2.5,2.3333333333333335,2.5,2.4782608695652173,3.0,3.4,3.8,4.0,3.55,1.75,3.75,3.75,3.25,3.125,3.5,4.0,4.25,3.9166666666666665,3.25,3.25,3.8,3.8000000000000003,2.6666666666666665,2.6666666666666665,4.25,4.25,2.5,2.5
