rid,org_id,sex,age,edu,marital,tenure_yr,career_yr,n_prev_job,n_try_move,rank,firm_size,emp_type,job_fn,wage_10k,SC_TOT,PC_TOT,WE_TOT,TI_TOT,LS_TOT,left_12m
R0192,ORG19,1,35,3,1,3.2,3.2,2,1.0,1,1,1,5,443.0,2.2916666666666665,2.6315789473684212,2.1666666666666665,3.0,2.6,1.0
R0193,ORG19,2,28,4,1,2.2,3.2,4,0.0,1,1,1,7,290.0,3.1666666666666665,2.8,3.6666666666666665,2.3333333333333335,2.5,0.0
R0194,ORG19,1,29,3,1,4.1,7.0,1,2.0,1,1,2,7,167.0,2.75,3.25,3.5833333333333335,2.3333333333333335,2.4,0.0
R0195,ORG19,2,26,3,2,5.2,7.1,0,1.0,1,1,1,1,176.0,3.1666666666666665,3.3157894736842106,3.75,4.0,1.5999999999999999,0.0
R0196,ORG19,2,32,4,2,5.4,5.8,1,1.0,3,1,1,2,416.0,2.4166666666666665,2.15,3.4166666666666665,2.3333333333333335,2.6,0.0
R0197,ORG19,1,31,1,2,3.1,3.9,0,,2,1,2,10,,3.4583333333333335,3.85,3.5,3.6666666666666665,3.0,0.0
R0198,ORG20,1,38,3,1,10.7,12.4,3,0.0,3,1,1,6,268.0,2.9565217391304346,2.75,3.3333333333333335,3.0,2.4,1.0
R0199,ORG20,1,29,2,1,1.0,1.1,3,1.0,1,3,1,5,126.0,3.0,3.0,3.0,3.0,3.0,1.0
R0201,ORG20,1,33,3,1,5.8,8.1,2,0.0,1,1,1,1,357.0,3.0416666666666665,3.75,3.9166666666666665,3.3333333333333335,3.1999999999999997,0.0
R0202,ORG20,1,26,2,1,0.5,2.7,0,0.0,1,1,1,6,124.0,3.1666666666666665,2.6,2.3333333333333335,3.3333333333333335,1.4000000000000001,0.0
R0203,ORG20,2,27,3,2,0.4,4.1,1,0.0,1,1,2,10,195.0,2.25,2.25,2.5,4.666666666666667,2.4,0.0
R0204,ORG20,2,26,3,1,7.4,8.2,1,0.0,1,1,1,5,396.0,2.0416666666666665,2.1,2.6666666666666665,4.0,3.0,1.0
R0205,ORG20,2,28,3,1,1.6,6.0,4,1.0,1,1,1,4,403.0,3.5416666666666665,3.526315789473684,3.5454545454545454,3.6666666666666665,3.4,0.0
R0206,ORG20,2,29,3,2,1.0,7.5,1,1.0,2,1,1,1,251.0,3.9583333333333335,3.7,3.5833333333333335,2.0,3.1999999999999997,0.0
R0207,ORG20,1,31,2,2,4.2,6.6,0,,1,1,1,5,188.0,3.0,3.95,4.0,3.6666666666666665,4.0,0.0
R0208,ORG21,2,32,3,1,13.0,16.7,2,0.0,1,1,1,4,135.0,3.5416666666666665,3.3,3.1818181818181817,1.6666666666666667,3.4,0.0
R0210,ORG21,1,32,4,2,4.0,6.3,3,,2,3,1,3,166.0,2.6666666666666665,2.8,2.8333333333333335,4.0,2.6,0.0
R0211,ORG21,2,20,3,2,2.4,5.4,1,2.0,1,1,1,9,148.0,2.75,3.3,3.4166666666666665,1.6666666666666667,4.2,0.0
R0212,ORG21,1,24,4,2,2.0,3.8,1,2.0,1,2,1,8,222.0,3.0,4.6,3.1666666666666665,2.0,4.0,0.0
R0213,ORG21,1,30,3,1,1.2,3.6,1,1.0,1,1,1,3,171.0,3.625,4.25,3.5,1.3333333333333333,4.2,0.0
R0214,ORG21,1,26,5,1,4.9,5.5,4,4.0,1,1,1,3,1268.0,3.0833333333333335,4.157894736842105,4.333333333333333,1.3333333333333333,4.2,0.0
R0215,ORG21,2,37,3,1,6.2,7.5,1,0.0,2,2,1,10,242.0,2.125,2.75,2.8333333333333335,2.0,3.4,0.0
R0216,ORG21,1,30,3,2,0.3,3.4,2,0.0,2,2,1,9,249.0,3.0,3.0,3.0,3.0,3.0,1.0
R0217,ORG21,2,31,3,1,3.7,5.8,0,0.0,1,3,1,4,193.0,2.217391304347826,2.95,2.5,4.666666666666667,2.4,0.0
R0218,ORG22,2,42,3,1,2.4,5.7,2,2.0,2,1,1,5,425.0,3.375,3.6,3.5,1.6666666666666667,3.4,0.0
R0219,ORG22,1,30,3,1,5.5,6.7,2,2.0,3,2,1,10,191.0,3.25,3.4,3.4166666666666665,3.3333333333333335,4.0,0.0
R0220,ORG22,2,27,3,1,1.0,5.2,3,1.0,1,1,1,9,1678.0,3.0,3.0,3.0,3.0,3.0,1.0
R0221,ORG22,1,31,3,1,5.3,8.3,2,1.0,2,1,1,9,272.0,3.2083333333333335,2.9,3.4166666666666665,4.0,4.3999999999999995,0.0
R0222,ORG22,2,35,3,1,1.9,11.0,2,,2,1,2,10,260.0,3.2083333333333335,3.95,3.75,2.3333333333333335,3.8000000000000003,1.0
R0224,ORG22,1,33,3,1,3.6,6.4,2,1.0,1,1,1,4,191.0,3.5416666666666665,3.15,2.25,4.0,3.4,0.0
R0225,ORG22,2,32,2,1,6.1,10.1,2,1.0,1,2,2,5,144.0,2.5416666666666665,2.95,3.0833333333333335,3.6666666666666665,2.4,0.0
R0226,ORG22,2,24,3,1,4.1,6.0,1,2.0,2,1,1,1,231.0,3.2083333333333335,3.7,3.5833333333333335,3.0,4.2,0.0
R0227,ORG22,1,31,3,1,3.5,6.2,2,4.0,1,3,1,6,459.0,2.9166666666666665,2.6315789473684212,3.5833333333333335,3.0,3.4,0.0
R0228,ORG22,1,33,3,1,5.2,6.9,2,0.0,2,2,1,4,270.0,2.5217391304347827,3.3,3.25,3.6666666666666665,3.6,0.0
R0229,ORG22,1,37,1,2,0.4,1.6,1,0.0,1,1,1,6,194.0,3.7916666666666665,4.1,4.416666666666667,2.0,4.8,0.0
R0230,ORG22,1,29,3,2,1.0,4.4,1,,2,1,2,6,,3.9583333333333335,3.8421052631578947,1.8333333333333333,3.6666666666666665,3.1999999999999997,1.0
R0231,ORG22,2,32,3,1,3.5,5.3,2,3.0,1,1,2,5,339.0,3.0833333333333335,2.85,3.5833333333333335,3.3333333333333335,3.1999999999999997,0.0
R0232,ORG22,2,30,2,1,2.7,4.5,1,3.0,3,1,1,1,351.0,3.0,3.0,3.0,3.0,3.0,0.0
R0233,ORG22,2,32,5,1,0.4,2.2,2,2.0,2,1,1,4,243.0,2.4166666666666665,3.3,4.166666666666667,3.6666666666666665,3.4,1.0
R0234,ORG22,1,29,3,1,4.0,4.3,0,1.0,1,1,1,4,256.0,1.8333333333333333,2.35,3.0833333333333335,3.3333333333333335,3.6,0.0
R0236,ORG22,1,28,1,1,0.2,1.8,2,1.0,3,2,1,5,,2.6666666666666665,2.85,2.3333333333333335,4.666666666666667,4.6000000000000005,1.0
R0237,ORG22,1,28,3,1,1.7,6.5,1,2.0,1,1,1,10,254.0,3.25,4.1,4.75,3.3333333333333335,4.2,1.0
R0238,ORG23,2,20,4,1,4.0,6.0,1,2.0,1,2,1,2,263.0,2.9166666666666665,3.15,2.6666666666666665,3.0,2.1999999999999997,0.0
R0239,ORG23,1,26,3,1,0.5,4.4,1,1.0,3,1,1,7,217.0,3.375,3.05,3.1666666666666665,4.333333333333333,3.1999999999999997,1.0
R0240,ORG23,2,38,1,1,0.5,1.8,0,0.0,1,1,1,7,439.0,3.0,3.0,3.0,3.0,3.0,0.0
R0241,ORG23,2,35,5,2,6.0,6.3,1,0.0,1,1,2,4,211.0,3.5833333333333335,3.05,3.3333333333333335,3.6666666666666665,3.4,0.0
R0242,ORG23,2,25,2,1,2.0,9.0,1,1.0,3,1,1,9,667.0,3.0833333333333335,3.4,2.5,4.333333333333333,4.2,1.0
R0243,ORG23,1,21,2,2,8.6,8.7,2,1.0,3,1,1,9,172.0,3.125,3.05,2.6666666666666665,3.0,2.4,0.0
R0244,ORG23,2,35,2,2,0.6,1.8,0,1.0,3,3,1,7,365.0,3.5,3.9,4.25,2.0,3.6,0.0
R0245,ORG23,1,34,2,2,5.6,8.9,1,0.0,2,3,1,4,247.0,2.625,3.95,4.75,3.0,3.8000000000000003,0.0
R0246,ORG24,1,31,2,1,1.6,2.9,0,2.0,1,2,1,4,164.0,3.4583333333333335,3.15,2.75,3.6666666666666665,2.6,1.0
R0247,ORG24,2,28,3,2,0.9,2.6,3,0.0,3,2,1,10,,3.0,3.0,3.0,3.0,3.0,0.0
R0248,ORG24,1,22,3,1,6.2,12.9,2,1.0,2,1,1,4,155.0,2.4782608695652173,3.55,3.9166666666666665,2.6666666666666665,3.8000000000000003,0.0
R0249,ORG24,1,34,3,1,1.8,2.7,4,0.0,2,1,1,4,97.0,2.4583333333333335,3.3,3.727272727272727,2.3333333333333335,4.2,0.0
R0250,ORG24,1,33,3,1,1.9,9.2,2,1.0,1,1,1,7,161.0,2.125,2.85,3.25,3.6666666666666665,4.3999999999999995,0.0
R0251,ORG24,2,36,3,1,1.8,4.4,1,0.0,2,3,1,10,112.0,3.6666666666666665,4.2,4.5,4.0,2.6,0.0
R0252,ORG24,1,28,3,1,2.9,5.4,0,3.0,2,1,1,3,472.0,2.875,2.35,3.6666666666666665,2.3333333333333335,1.8,0.0
R0253,ORG24,2,34,3,1,0.6,2.1,2,3.0,1,1,1,9,190.0,3.375,3.3,3.6666666666666665,1.6666666666666667,4.2,0.0
R0254,ORG25,1,37,2,1,10.5,11.8,2,3.0,3,2,1,6,,3.4166666666666665,3.75,3.3333333333333335,3.0,3.4,0.0
R0255,ORG25,1,33,3,1,2.0,4.6,1,4.0,4,3,1,4,217.0,2.6666666666666665,3.0526315789473686,3.8333333333333335,3.3333333333333335,1.5999999999999999,0.0
R0256,ORG25,1,31,2,1,2.1,3.0,2,0.0,2,2,1,1,174.0,2.3333333333333335,3.5,3.3333333333333335,3.0,2.8000000000000003,0.0
R0257,ORG25,2,23,3,2,4.9,9.4,1,2.0,3,2,2,1,228.0,2.8333333333333335,2.5,3.4166666666666665,2.6666666666666665,3.1999999999999997,0.0
R0258,ORG25,1,31,2,2,4.1,10.4,3,2.0,2,1,1,5,265.0,2.5,3.35,4.166666666666667,4.666666666666667,3.6,1.0
R0259,ORG25,1,22,4,1,6.1,8.3,4,1.0,3,1,1,4,166.0,2.739130434782609,3.25,3.6666666666666665,3.0,3.1999999999999997,0.0
R0260,ORG25,1,39,2,1,1.7,2.4,1,0.0,1,1,1,1,265.0,2.7916666666666665,2.2,3.1666666666666665,3.3333333333333335,2.1999999999999997,1.0
R0261,ORG25,1,35,3,1,2.4,4.4,3,,1,1,1,10,220.0,2.5,2.55,3.0833333333333335,3.0,2.0,1.0
R0262,ORG25,1,31,2,1,9.5,9.5,2,3.0,4,1,1,7,111.0,3.0833333333333335,1.55,1.8333333333333333,3.3333333333333335,1.2,0.0
R0263,ORG26,2,30,3,1,8.5,12.7,2,3.0,3,1,1,10,123.0,2.9166666666666665,3.7,3.6666666666666665,3.3333333333333335,3.8000000000000003,0.0
R0264,ORG26,2,29,3,2,2.5,3.8,0,1.0,3,2,1,5,223.0,2.8333333333333335,3.25,4.583333333333333,3.0,3.4,0.0
R0265,ORG26,1,30,5,1,0.4,5.3,0,3.0,2,1,1,5,298.0,2.75,2.35,2.6666666666666665,3.6666666666666665,2.6,1.0
R0266,ORG26,2,31,3,1,0.1,4.0,2,0.0,1,1,1,1,168.0,3.125,3.9,3.9166666666666665,2.0,3.1999999999999997,0.0
R0267,ORG26,1,27,3,1,0.5,1.8,4,,1,2,1,5,249.0,3.0,3.4,2.25,3.0,2.6,1.0
R0268,ORG26,2,30,3,1,1.8,3.1,0,1.0,2,1,1,7,215.0,2.9166666666666665,3.6,3.25,3.0,4.3999999999999995,0.0
R0269,ORG26,1,30,2,1,3.9,6.0,3,0.0,2,3,1,6,215.0,3.0833333333333335,3.0,2.4545454545454546,3.3333333333333335,3.0,1.0
R0270,ORG26,1,29,2,1,6.8,9.2,1,12.0,1,1,1,6,194.0,3.0416666666666665,3.45,4.416666666666667,1.6666666666666667,4.6000000000000005,0.0
R0272,ORG27,1,34,3,1,1.7,3.4,1,0.0,3,1,1,10,377.0,3.4166666666666665,4.5,3.0,4.0,2.5,0.0
R0273,ORG27,1,36,1,1,5.0,5.6,1,1.0,1,1,1,10,191.0,3.1666666666666665,3.4,3.25,3.0,2.4,0.0
R0274,ORG27,2,28,3,1,10.5,13.1,3,2.0,1,1,1,5,289.0,2.8260869565217392,3.05,3.0833333333333335,2.6666666666666665,1.5999999999999999,0.0
R0275,ORG27,2,38,2,1,1.6,6.6,4,3.0,1,1,1,9,215.0,3.5,3.8,3.5833333333333335,3.3333333333333335,2.6,1.0
R0276,ORG27,1,24,3,2,4.3,8.4,1,0.0,1,3,1,10,191.0,3.5416666666666665,3.5,2.6666666666666665,3.6666666666666665,3.1999999999999997,0.0
R0277,ORG27,2,28,3,1,3.3,5.5,1,2.0,1,1,1,9,341.0,2.9583333333333335,2.25,3.5833333333333335,3.3333333333333335,1.8,0.0
R0278,ORG27,1,39,3,1,3.4,5.3,3,2.0,1,1,1,7,269.0,1.9583333333333333,2.4,3.6666666666666665,3.0,2.6,1.0
R0279,ORG27,1,31,3,3,11.1,15.8,1,1.0,1,1,1,6,187.0,2.4166666666666665,2.4,2.4166666666666665,4.666666666666667,3.4,1.0
R0280,ORG27,2,30,3,1,1.9,3.3,1,2.0,1,2,1,9,338.0,2.375,2.5,3.0833333333333335,3.3333333333333335,3.6,0.0
R0281,ORG27,2,32,3,1,5.6,12.0,0,0.0,1,1,1,9,155.0,3.0434782608695654,2.45,2.8333333333333335,4.333333333333333,2.8000000000000003,0.0
R0282,ORG27,2,29,3,2,4.4,6.4,1,4.0,3,1,1,5,208.0,3.2916666666666665,2.85,3.9166666666666665,2.6666666666666665,4.3999999999999995,0.0
R0283,ORG28,1,32,3,2,4.8,6.7,0,3.0,2,2,1,5,185.0,3.2916666666666665,3.9,4.25,3.0,3.8000000000000003,0.0
R0284,ORG28,2,32,2,1,0.9,3.4,2,0.0,1,1,1,9,215.0,3.3333333333333335,3.7,3.1666666666666665,2.0,4.2,0.0
R0285,ORG28,1,31,3,1,3.3,7.1,2,0.0,1,1,1,1,,2.8333333333333335,3.3,3.0833333333333335,2.3333333333333335,4.0,0.0
R0286,ORG28,1,24,2,1,1.8,10.1,1,1.0,3,2,1,8,248.0,2.7083333333333335,2.3,1.9166666666666667,4.666666666666667,3.0,0.0
R0287,ORG28,1,28,3,1,2.8,3.6,3,2.0,1,1,1,9,506.0,3.0833333333333335,2.2,2.1666666666666665,4.0,4.2,0.0
R0288,ORG29,2,32,3,1,2.4,3.3,1,0.0,1,1,1,5,254.0,2.8333333333333335,3.25,2.4166666666666665,2.3333333333333335,3.6,0.0
R0289,ORG29,2,26,3,1,5.8,5.9,1,2.0,1,1,1,10,363.0,3.5416666666666665,3.65,3.1666666666666665,4.333333333333333,2.5,0.0
R0290,ORG29,1,26,3,1,0.5,5.6,2,1.0,3,3,1,4,376.0,2.7083333333333335,2.75,3.1666666666666665,2.0,2.8000000000000003,0.0
R0291,ORG29,1,27,3,2,0.4,1.9,1,3.0,2,1,1,10,352.0,3.0,3.0,3.0,3.0,3.0,0.0
R0292,ORG29,1,30,2,1,1.2,3.4,0,0.0,1,1,1,7,489.0,3.25,2.6842105263157894,3.0,4.0,2.0,0.0
R0293,ORG29,2,33,3,2,1.3,2.2,2,1.0,2,1,1,6,345.0,2.4583333333333335,3.0,2.5,1.3333333333333333,3.1999999999999997,0.0
R0294,ORG29,1,32,4,1,2.0,8.4,2,1.0,5,1,2,4,129.0,2.7916666666666665,3.05,2.9166666666666665,3.3333333333333335,2.0,0.0
R0295,ORG29,1,35,3,1,5.6,10.1,0,1.0,1,1,1,9,210.0,3.25,2.45,2.8333333333333335,3.6666666666666665,2.0,0.0
R0296,ORG29,2,32,4,1,5.5,6.8,2,1.0,1,2,1,10,219.0,2.625,2.2,2.5,2.0,1.0,0.0
R0297,ORG29,2,27,3,1,6.3,11.5,0,0.0,1,1,1,4,392.0,3.3333333333333335,3.65,3.4166666666666665,3.0,2.8000000000000003,1.0
R0298,ORG29,2,34,3,2,7.3,9.5,1,0.0,1,1,1,10,288.0,2.75,3.05,2.8333333333333335,4.333333333333333,2.6,1.0
R0299,ORG29,2,36,3,1,2.1,2.6,3,1.0,2,1,1,3,170.0,2.7916666666666665,2.0526315789473686,2.3333333333333335,3.3333333333333335,2.4,1.0
R0300,ORG30,1,29,3,2,1.7,3.7,2,3.0,1,3,1,10,161.0,3.2083333333333335,3.0,3.4166666666666665,4.666666666666667,2.1999999999999997,1.0
R0301,ORG30,2,39,2,1,2.5,5.3,1,5.0,3,1,1,3,229.0,2.5,3.45,3.1818181818181817,3.3333333333333335,2.4,0.0
R0302,ORG30,1,36,3,2,3.7,7.6,2,0.0,1,2,1,4,291.0,2.0833333333333335,2.55,1.6666666666666667,5.0,2.8000000000000003,1.0
R0303,ORG30,1,33,3,1,2.3,2.5,3,2.0,3,1,1,7,202.0,2.8333333333333335,2.2,3.4166666666666665,3.3333333333333335,1.8,0.0
R0304,ORG30,2,31,3,1,4.7,6.6,0,2.0,2,2,1,3,183.0,2.8333333333333335,3.75,3.5,4.0,3.1999999999999997,0.0
R0305,ORG30,2,32,3,3,1.5,3.5,2,1.0,3,1,1,5,203.0,2.125,2.6,2.0833333333333335,4.0,1.5999999999999999,1.0
R0306,ORG30,2,33,3,1,4.9,8.7,1,0.0,1,2,1,4,225.0,2.0434782608695654,1.9,2.3333333333333335,4.0,2.1999999999999997,1.0
R0307,ORG30,2,35,1,1,5.9,13.5,2,1.0,3,1,2,4,234.0,3.125,3.25,3.25,3.6666666666666665,3.0,0.0
R0308,ORG30,2,32,1,2,8.7,9.7,0,1.0,1,2,1,4,118.0,3.4583333333333335,2.65,3.4166666666666665,4.5,3.1999999999999997,1.0
R0309,ORG31,2,27,2,1,1.0,5.1,0,1.0,1,1,1,10,217.0,2.6666666666666665,3.45,3.0,2.6666666666666665,2.75,0.0
R0310,ORG31,1,30,3,1,9.5,12.4,1,0.0,1,1,1,4,229.0,3.3333333333333335,3.05,3.6666666666666665,3.6666666666666665,4.2,0.0
R0311,ORG31,2,28,3,1,0.3,3.2,2,1.0,1,1,1,7,378.0,3.875,4.4,4.75,1.6666666666666667,3.8000000000000003,0.0
R0312,ORG31,2,20,2,2,1.4,1.8,1,1.0,1,1,1,6,344.0,3.7083333333333335,3.35,3.3333333333333335,3.0,4.0,0.0
R0313,ORG31,2,34,4,1,3.4,4.6,2,1.0,5,1,1,4,325.0,2.782608695652174,4.45,3.9166666666666665,3.3333333333333335,3.0,0.0
R0314,ORG31,1,29,3,1,1.5,1.6,4,2.0,1,3,1,4,,2.0,2.05,2.1818181818181817,4.333333333333333,3.8000000000000003,0.0
R0315,ORG31,2,30,3,2,1.4,2.5,3,2.0,3,1,1,10,489.0,3.2083333333333335,3.2,3.0,2.6666666666666665,4.2,1.0
R0316,ORG31,1,30,2,1,1.5,2.3,0,0.0,1,1,1,10,233.0,3.0416666666666665,3.35,2.4166666666666665,4.0,4.0,1.0
R0317,ORG31,2,27,2,2,3.0,5.4,3,2.0,2,1,1,10,264.0,3.5,4.2,3.5,2.6666666666666665,2.6,0.0
R0318,ORG31,1,29,5,1,3.8,6.6,0,0.0,1,1,1,4,371.0,3.25,4.05,3.0,1.0,3.4,0.0
R0319,ORG32,1,37,2,1,0.4,3.2,4,2.0,1,1,2,5,236.0,2.4166666666666665,3.789473684210526,3.25,3.6666666666666665,3.0,0.0
R0320,ORG32,2,36,3,2,9.8,11.1,2,1.0,1,3,1,4,250.0,3.0869565217391304,3.3,3.4166666666666665,3.3333333333333335,3.1999999999999997,0.0
R0321,ORG32,2,22,4,1,1.1,4.4,1,2.0,1,1,2,6,238.0,3.2916666666666665,3.25,2.8333333333333335,3.0,1.8,0.0
R0322,ORG32,1,34,4,2,0.6,1.7,1,0.0,1,2,1,5,196.0,3.8333333333333335,3.55,3.0,3.6666666666666665,4.3999999999999995,1.0
R0323,ORG32,2,25,3,2,7.9,10.3,2,1.0,1,1,1,1,128.0,2.5,3.7,2.8333333333333335,4.0,3.8000000000000003,0.0
R0324,ORG32,1,30,3,1,2.0,3.5,3,0.0,1,1,2,7,256.0,3.125,3.3,3.9166666666666665,2.6666666666666665,2.0,0.0
R0325,ORG32,1,36,3,1,2.8,13.3,3,2.0,1,2,1,10,1435.0,3.125,3.1,2.9166666666666665,3.6666666666666665,3.0,0.0
R0326,ORG32,1,27,3,2,0.4,4.3,3,0.0,1,1,1,10,233.0,2.9583333333333335,3.9,4.0,4.0,4.0,0.0
R0327,ORG32,2,23,3,1,0.2,1.3,2,2.0,1,1,1,7,240.0,3.3333333333333335,2.85,2.75,2.6666666666666665,1.8,1.0
R0329,ORG32,1,22,3,2,0.5,2.4,1,2.0,2,2,1,4,239.0,2.875,3.0,3.1666666666666665,3.3333333333333335,3.0,0.0
R0330,ORG32,1,32,3,2,3.9,6.7,2,14.0,1,1,1,4,422.0,2.6666666666666665,3.15,3.4166666666666665,4.0,3.75,0.0
R0331,ORG33,2,38,3,2,2.3,3.5,0,0.0,1,3,1,5,124.0,3.4583333333333335,3.75,4.333333333333333,3.3333333333333335,4.3999999999999995,0.0
R0332,ORG33,1,36,3,1,5.2,8.3,5,0.0,1,1,1,10,152.0,3.0,3.0,3.0,3.0,3.0,1.0
R0333,ORG33,2,23,3,2,2.6,5.5,1,2.0,2,1,1,2,181.0,3.6666666666666665,4.2,4.0,2.6666666666666665,3.0,0.0
R0334,ORG33,2,30,3,2,2.1,2.4,1,1.0,1,1,1,10,,3.125,2.9,3.5,1.3333333333333333,2.6,0.0
R0335,ORG33,2,30,1,1,8.3,13.7,5,1.0,3,1,1,7,218.0,3.0,3.0,3.0,3.0,3.0,1.0
R0336,ORG33,2,31,2,1,4.4,7.9,1,1.0,1,1,1,6,826.0,4.416666666666667,4.1,3.5,2.3333333333333335,4.2,0.0
R0337,ORG33,2,32,1,1,2.4,3.3,0,1.0,1,1,2,4,272.0,3.0,3.0,3.0,3.0,3.0,1.0
R0338,ORG33,1,34,3,2,3.3,5.2,3,1.0,1,3,1,7,238.0,2.625,2.8,3.9166666666666665,3.6666666666666665,3.0,0.0
R0339,ORG33,1,29,2,1,0.1,2.9,2,,2,1,1,2,371.0,2.8333333333333335,3.65,4.416666666666667,2.6666666666666665,4.25,0.0
R0340,ORG33,2,42,3,1,5.7,11.5,0,2.0,1,2,1,10,174.0,2.6666666666666665,2.75,2.6666666666666665,4.333333333333333,3.4,1.0
R0341,ORG33,2,26,3,1,0.5,1.3,2,1.0,2,2,1,10,338.0,3.2083333333333335,3.85,3.0833333333333335,3.6666666666666665,5.0,0.0
R0342,ORG33,1,30,3,1,7.4,11.6,0,2.0,1,3,1,10,187.0,3.25,2.65,2.3333333333333335,4.666666666666667,2.1999999999999997,1.0
R0343,ORG33,2,34,5,1,9.0,9.9,1,2.0,2,1,1,7,252.0,2.0,2.7,3.0,5.0,2.0,1.0
R0344,ORG34,2,28,2,1,6.5,12.4,0,13.0,3,1,1,7,367.0,2.375,2.85,3.9166666666666665,3.6666666666666665,2.6,1.0
R0345,ORG34,1,28,3,1,3.5,5.8,1,1.0,3,1,1,9,163.0,2.75,3.3,3.0,2.6666666666666665,3.0,0.0
R0347,ORG34,2,25,3,1,3.1,4.7,1,1.0,2,1,1,10,333.0,2.869565217391304,2.6,3.3333333333333335,1.0,2.6,0.0
R0348,ORG34,2,26,3,1,5.1,5.2,2,1.0,1,3,1,10,186.0,3.25,3.263157894736842,4.083333333333333,2.0,2.4,0.0
R0349,ORG34,2,27,2,1,1.2,3.9,1,2.0,1,1,1,10,,2.5416666666666665,2.15,1.9166666666666667,4.333333333333333,3.4,1.0
R0350,ORG35,1,41,2,1,5.1,11.4,3,1.0,3,1,1,2,726.0,2.7083333333333335,3.8,3.8333333333333335,2.6666666666666665,3.1999999999999997,1.0
R0351,ORG35,2,32,3,1,1.9,10.6,3,0.0,1,1,1,5,244.0,3.0833333333333335,3.15,3.0,2.6666666666666665,4.0,1.0
R0352,ORG35,2,34,3,2,0.5,2.3,2,1.0,3,1,1,10,307.0,2.5833333333333335,2.05,3.25,3.6666666666666665,3.4,0.0
R0353,ORG35,2,29,3,2,0.1,5.5,0,2.0,2,2,1,2,118.0,2.0416666666666665,2.0,3.25,2.3333333333333335,4.0,1.0
R0354,ORG35,1,25,3,2,5.6,8.2,1,1.0,1,1,1,4,234.0,2.2916666666666665,2.8,3.3333333333333335,3.6666666666666665,3.4,0.0
R0356,ORG35,2,31,3,1,12.6,13.9,1,0.0,1,1,1,9,149.0,2.25,2.5,2.0833333333333335,4.0,3.0,0.0
R0357,ORG35,2,28,3,1,1.8,3.8,1,2.0,1,1,1,10,279.0,2.8333333333333335,3.3,2.25,4.0,2.6,1.0
R0358,ORG35,2,36,1,2,1.8,3.4,3,0.0,1,1,1,4,227.0,2.8333333333333335,2.65,2.8333333333333335,1.3333333333333333,2.8000000000000003,0.0
R0359,ORG36,2,28,3,1,0.6,3.9,2,2.0,4,2,1,5,244.0,3.0,3.0,3.0,3.0,3.0,0.0
R0361,ORG36,2,32,3,1,1.4,2.5,0,1.0,1,1,1,6,400.0,3.3333333333333335,4.1,3.9166666666666665,2.6666666666666665,3.0,0.0
R0362,ORG36,2,42,2,2,3.9,7.7,1,1.0,3,1,1,4,442.0,4.041666666666667,4.65,4.666666666666667,2.0,4.6000000000000005,0.0
R0363,ORG36,1,34,3,1,3.1,4.7,0,0.0,1,1,1,9,279.0,3.0,3.75,3.5833333333333335,2.6666666666666665,4.0,1.0
R0365,ORG36,1,32,2,1,5.9,7.9,1,1.0,1,1,1,4,266.0,2.9130434782608696,3.2,3.6666666666666665,3.3333333333333335,2.1999999999999997,0.0
R0366,ORG36,2,36,1,1,5.5,7.2,1,1.0,2,3,1,6,261.0,2.875,4.0,3.3333333333333335,5.0,2.1999999999999997,1.0
R0367,ORG36,1,36,2,1,1.3,4.7,0,0.0,2,3,1,10,242.0,2.875,4.1,3.3333333333333335,3.0,4.2,0.0
R0368,ORG36,2,36,3,2,5.5,7.7,1,0.0,1,3,1,4,,3.2083333333333335,3.75,3.75,2.6666666666666665,4.2,0.0
R0369,ORG36,2,27,3,1,4.5,8.6,2,0.0,1,1,1,10,158.0,3.0,3.0,3.0,3.0,3.0,0.0
R0370,ORG36,1,40,3,1,1.5,4.8,2,1.0,1,3,2,1,325.0,3.5833333333333335,3.7,4.25,2.6666666666666665,2.0,0.0
R0371,ORG36,2,28,2,1,0.5,2.7,3,1.0,1,1,1,5,281.0,3.6666666666666665,3.05,3.5,3.3333333333333335,2.6,1.0
R0372,ORG37,2,30,3,2,1.7,5.1,4,0.0,2,1,1,4,269.0,3.25,3.45,3.0,3.3333333333333335,3.6,0.0
R0373,ORG37,1,27,3,1,2.4,3.9,4,1.0,2,1,1,4,168.0,3.5833333333333335,3.3,3.0,3.6666666666666665,3.0,0.0
R0374,ORG37,2,32,3,1,3.1,3.6,2,0.0,1,1,1,3,294.0,2.75,4.2,3.8333333333333335,2.3333333333333335,4.3999999999999995,1.0
R0375,ORG37,2,40,3,1,2.6,5.9,1,22.0,2,1,1,4,228.0,2.7083333333333335,2.55,2.3333333333333335,4.0,4.2,1.0
R0376,ORG37,1,31,3,1,10.1,11.5,1,0.0,2,3,1,6,422.0,2.625,4.0,3.25,2.3333333333333335,3.4,0.0
R0378,ORG37,2,34,4,3,2.1,3.9,1,,1,1,2,7,336.0,3.375,3.45,4.166666666666667,3.6666666666666665,3.8000000000000003,0.0
R0380,ORG37,2,27,3,2,2.3,4.1,6,1.0,1,2,1,4,256.0,2.9166666666666665,3.0,2.6666666666666665,3.0,3.8000000000000003,0.0
R0381,ORG37,1,28,2,1,1.8,6.3,0,3.0,1,3,1,1,242.0,2.739130434782609,3.65,3.3333333333333335,3.6666666666666665,3.8000000000000003,0.0
